,year,GeoLocation
11564,1999.0,Ocean
11565,1999.0,Ocean
11566,1999.0,Ocean
11567,1999.0,Ocean
11568,1999.0,Ocean
11569,1999.0,Ocean
11570,1999.0,Ocean
11571,1999.0,Ocean
11572,1999.0,Ocean
11573,1999.0,Ocean
11574,1999.0,Ocean
11575,1999.0,Ocean
11576,1999.0,Ocean
11577,1999.0,Ocean
11578,1999.0,Ocean
11579,1999.0,Ocean
11580,1999.0,Ocean
11581,1999.0,Ocean
11582,1999.0,Ocean
11583,1999.0,Ocean
11584,1999.0,Ocean
11585,1999.0,Ocean
11586,1999.0,Ocean
11587,1999.0,Ocean
11588,1999.0,Ocean
11589,1999.0,Ocean
11590,1999.0,Ocean
11591,1999.0,Ocean
11592,1999.0,Ocean
11593,1999.0,Ocean
11594,1999.0,Ocean
11595,1999.0,Ocean
11596,1999.0,Ocean
11597,1999.0,Ocean
11598,1999.0,Ocean
11599,1999.0,Ocean
11600,1999.0,Ocean
11601,1999.0,Ocean
11602,1999.0,Ocean
11603,1999.0,Ocean
11604,1999.0,Ocean
11605,1999.0,Ocean
11606,1999.0,Ocean
11607,1999.0,Ocean
11608,1999.0,Ocean
11609,1999.0,Ocean
11610,1999.0,Ocean
11611,1999.0,Ocean
11612,1999.0,Ocean
11613,1999.0,Ocean
11614,1999.0,Ocean
11615,1999.0,Ocean
11641,1999.0,Egypt
11649,2007.0,Tunisia
11652,2001.0,Algeria
11654,1992.0,Australia
11657,1991.0,Australia
11660,2002.0,United States
11662,2004.0,Chile
11674,1995.0,United States
11680,1990.0,United States
11685,2003.0,United States
11694,1992.0,United States
11703,1999.0,United States
11722,1990.0,Australia
11723,1990.0,Australia
11724,1992.0,Australia
11725,1992.0,Australia
11726,1992.0,Australia
11727,1992.0,Australia
11728,1992.0,Australia
11729,1992.0,Australia
11730,1992.0,Australia
11731,1992.0,Australia
11732,1992.0,Australia
11733,1992.0,Australia
11734,1992.0,Australia
11735,1992.0,Australia
11736,1992.0,Australia
11737,1992.0,Australia
11738,1992.0,Australia
11739,1992.0,Australia
11740,1992.0,Australia
11741,1991.0,Australia
11742,1991.0,Australia
11743,1991.0,Australia
11744,1991.0,Australia
11745,1991.0,Australia
11751,1998.0,Argentina
11753,1998.0,Morocco
11754,2002.0,United States
11757,2002.0,United States
11766,2001.0,Ocean
11767,2001.0,Ocean
11768,2001.0,Ocean
11769,2001.0,Ocean
11770,2001.0,Ocean
11771,2001.0,Ocean
11772,2001.0,Ocean
11773,2001.0,Ocean
11774,2001.0,Ocean
11775,2001.0,Ocean
11776,2001.0,Ocean
11777,2001.0,Ocean
11778,2001.0,Ocean
11779,2001.0,Ocean
11780,2001.0,Ocean
11781,2001.0,Ocean
11782,2001.0,Ocean
11783,2001.0,Ocean
11784,2001.0,Ocean
11785,2001.0,Ocean
11786,2001.0,Ocean
11787,2001.0,Ocean
11788,2001.0,Ocean
11789,2001.0,Ocean
11790,2001.0,Ocean
11791,2001.0,Ocean
11792,2001.0,Ocean
11793,2001.0,Ocean
11794,2001.0,Ocean
11795,2001.0,Ocean
11796,2001.0,Ocean
11797,2001.0,Ocean
11798,2001.0,Ocean
11799,2001.0,Ocean
11800,2001.0,Ocean
11801,2001.0,Ocean
11802,2001.0,Ocean
11803,2001.0,Ocean
11804,2001.0,Ocean
11805,2001.0,Ocean
11806,2001.0,Ocean
11807,2001.0,Ocean
11808,2001.0,Ocean
11809,2001.0,Ocean
11810,2001.0,Ocean
11811,2001.0,Ocean
11812,2001.0,Ocean
11813,2001.0,Ocean
11814,2001.0,Ocean
11815,2001.0,Ocean
11816,2001.0,Ocean
11817,2001.0,Ocean
11818,2001.0,Ocean
11819,2001.0,Ocean
11820,2001.0,Ocean
11821,2001.0,Ocean
11822,2001.0,Ocean
11823,2001.0,Ocean
11824,2001.0,Ocean
11825,2001.0,Ocean
11826,2001.0,Ocean
11827,2001.0,Ocean
11828,2001.0,Ocean
11829,2001.0,Ocean
11830,2001.0,Ocean
11831,2001.0,Ocean
11832,2001.0,Ocean
11833,2001.0,Ocean
11834,2001.0,Ocean
11835,2001.0,Ocean
11836,2001.0,Ocean
11837,2001.0,Ocean
11838,2001.0,Ocean
11839,2001.0,Ocean
11840,2001.0,Ocean
11841,2001.0,Ocean
11842,2001.0,Ocean
11843,2001.0,Ocean
11844,2001.0,Ocean
11845,2001.0,Ocean
11846,2001.0,Ocean
11847,2001.0,Ocean
11848,2001.0,Ocean
11849,2001.0,Ocean
11850,2001.0,Ocean
11851,2001.0,Ocean
11852,2001.0,Ocean
11853,2001.0,Ocean
11854,2001.0,Ocean
11855,2001.0,Ocean
11856,2001.0,Ocean
11857,2001.0,Ocean
11858,2001.0,Ocean
11859,2001.0,Ocean
11860,2001.0,Ocean
11861,2001.0,Ocean
11862,2001.0,Ocean
11863,2001.0,Ocean
11864,2001.0,Ocean
11865,2001.0,Ocean
11866,2001.0,Ocean
11867,2001.0,Ocean
11868,2001.0,Ocean
11869,2001.0,Ocean
11870,2001.0,Ocean
11871,2001.0,Ocean
11872,2001.0,Ocean
11873,2001.0,Ocean
11874,2001.0,Ocean
11875,2001.0,Ocean
11876,2001.0,Ocean
11877,2001.0,Ocean
11878,2001.0,Ocean
11879,2001.0,Ocean
11880,2001.0,Ocean
11881,2001.0,Ocean
11882,2001.0,Ocean
11883,2001.0,Ocean
11884,2001.0,Ocean
11885,2001.0,Ocean
11886,2001.0,Ocean
11887,2001.0,Ocean
11888,2001.0,Ocean
11889,2001.0,Ocean
11890,2001.0,Ocean
11891,2001.0,Ocean
11892,2001.0,Ocean
11893,2001.0,Ocean
11894,2001.0,Ocean
11895,2001.0,Ocean
11896,2001.0,Ocean
11897,2001.0,Ocean
11898,2001.0,Ocean
11899,2001.0,Ocean
11900,2001.0,Ocean
11901,2001.0,Ocean
11902,2001.0,Ocean
11903,2001.0,Ocean
11904,2001.0,Ocean
11905,2001.0,Ocean
11906,2001.0,Ocean
11907,2001.0,Ocean
11908,2001.0,Ocean
11909,2001.0,Ocean
11910,2001.0,Ocean
11911,2001.0,Ocean
11912,2001.0,Ocean
11913,2001.0,Ocean
11914,2001.0,Ocean
11915,2001.0,Ocean
11916,2001.0,Ocean
11917,2001.0,Ocean
11918,2001.0,Ocean
11919,2001.0,Ocean
11920,2001.0,Ocean
11921,2001.0,Ocean
11922,2001.0,Ocean
11923,2001.0,Ocean
11924,2001.0,Ocean
11925,2001.0,Ocean
11926,2001.0,Ocean
11927,2001.0,Ocean
11928,2001.0,Ocean
11929,2001.0,Ocean
11930,2001.0,Ocean
11931,2001.0,Ocean
11932,2001.0,Ocean
11933,2001.0,Ocean
11934,2001.0,Ocean
11935,2001.0,Ocean
11936,2003.0,Ocean
11937,2003.0,Ocean
11938,2003.0,Ocean
11939,2003.0,Ocean
11940,2004.0,Ocean
11941,2003.0,Ocean
11942,2003.0,Ocean
11943,2003.0,Ocean
11944,2003.0,Ocean
11945,2003.0,Ocean
11946,2003.0,Ocean
11947,2003.0,Ocean
11948,2003.0,Ocean
11949,2003.0,Ocean
11950,2003.0,Ocean
11951,2003.0,Ocean
11952,2003.0,Ocean
11953,2003.0,Ocean
11954,2003.0,Ocean
11955,2003.0,Ocean
11956,2003.0,Ocean
11957,2003.0,Ocean
11958,2003.0,Ocean
11959,2003.0,Ocean
11960,2003.0,Ocean
11961,2003.0,Ocean
11962,2003.0,Ocean
11963,2003.0,Ocean
11964,2003.0,Ocean
11965,2003.0,Ocean
11966,2003.0,Ocean
11967,2003.0,Ocean
11968,2003.0,Ocean
11969,2003.0,Ocean
11970,2003.0,Ocean
11971,2003.0,Ocean
11972,2003.0,Ocean
11973,2003.0,Ocean
11974,2003.0,Ocean
11975,2003.0,Ocean
11976,2003.0,Ocean
11977,2003.0,Ocean
11978,2003.0,Ocean
11979,2003.0,Ocean
11980,2003.0,Ocean
11981,2003.0,Ocean
11982,2003.0,Ocean
11983,2003.0,Ocean
11984,2003.0,Ocean
11985,2003.0,Ocean
11986,2003.0,Ocean
11987,2003.0,Ocean
11988,2003.0,Ocean
11989,2003.0,Ocean
11990,2003.0,Ocean
11991,2003.0,Ocean
11992,2003.0,Ocean
11993,2003.0,Ocean
11994,2003.0,Ocean
11995,2004.0,Ocean
11996,2004.0,Ocean
11997,2004.0,Ocean
11998,2004.0,Ocean
11999,2004.0,Ocean
12000,2004.0,Ocean
12001,2004.0,Ocean
12002,2004.0,Ocean
12003,2004.0,Ocean
12004,2004.0,Ocean
12005,2004.0,Ocean
12006,2004.0,Ocean
12007,2004.0,Ocean
12008,2004.0,Ocean
12009,2003.0,Ocean
12010,2003.0,Ocean
12011,2003.0,Ocean
12012,2003.0,Ocean
12013,2003.0,Ocean
12014,2003.0,Ocean
12015,2003.0,Ocean
12016,2003.0,Ocean
12017,2003.0,Ocean
12018,2003.0,Ocean
12019,2003.0,Ocean
12020,2004.0,Ocean
12021,2004.0,Ocean
12022,2004.0,Ocean
12023,2004.0,Ocean
12024,2004.0,Ocean
12025,2004.0,Ocean
12026,2004.0,Ocean
12027,2004.0,Ocean
12028,2004.0,Ocean
12029,2004.0,Ocean
12030,2004.0,Ocean
12031,2004.0,Ocean
12032,2004.0,Ocean
12033,2004.0,Ocean
12034,2009.0,Ocean
12035,2009.0,Ocean
12036,2009.0,Ocean
12037,2009.0,Ocean
12038,2009.0,Ocean
12039,2009.0,Ocean
12040,2009.0,Ocean
12041,2009.0,Ocean
12042,2009.0,Ocean
12043,2009.0,Ocean
12044,2009.0,Ocean
12045,2009.0,Ocean
12046,2009.0,Ocean
12047,2009.0,Ocean
12048,2009.0,Ocean
12049,2009.0,Ocean
12050,2009.0,Ocean
12051,2009.0,Ocean
12052,2009.0,Ocean
12053,2009.0,Ocean
12054,2009.0,Ocean
12055,2009.0,Ocean
12056,2009.0,Ocean
12057,2009.0,Ocean
12058,2009.0,Ocean
12059,2011.0,Ocean
12060,2011.0,Ocean
12061,2011.0,Ocean
12062,2011.0,Ocean
12063,2011.0,Ocean
12064,2011.0,Ocean
12065,2011.0,Ocean
12066,2011.0,Ocean
12067,2011.0,Ocean
12068,2011.0,Ocean
12069,2011.0,Ocean
12070,2011.0,Ocean
12071,2011.0,Ocean
12072,2011.0,Ocean
12073,2011.0,Ocean
12074,2011.0,Ocean
12075,2011.0,Ocean
12076,2011.0,Ocean
12077,2011.0,Ocean
12078,2011.0,Ocean
12079,2011.0,Ocean
12080,2011.0,Ocean
12081,2011.0,Ocean
12082,2011.0,Ocean
12083,2011.0,Ocean
12084,2011.0,Ocean
12085,2011.0,Ocean
12086,2011.0,Ocean
12087,2011.0,Ocean
12088,2011.0,Ocean
12089,2011.0,Ocean
12090,2011.0,Ocean
12091,2011.0,Ocean
12092,2011.0,Ocean
12093,2011.0,Ocean
12094,2011.0,Ocean
12132,1991.0,Ocean
12133,1991.0,Ocean
12134,1991.0,Ocean
12135,1991.0,Ocean
12136,1991.0,Ocean
12137,1990.0,Ocean
12138,1990.0,Ocean
12139,1990.0,Ocean
12140,1990.0,Ocean
12141,1990.0,Ocean
12142,1990.0,Ocean
12143,1991.0,Ocean
12144,1991.0,Ocean
12145,1991.0,Ocean
12146,1990.0,Ocean
12147,1990.0,Ocean
12148,1991.0,Ocean
12149,1990.0,Ocean
12150,1990.0,Ocean
12151,1990.0,Ocean
12152,1990.0,Ocean
12153,1990.0,Ocean
12154,1990.0,Ocean
12155,1990.0,Ocean
12156,1990.0,Ocean
12157,1990.0,Ocean
12158,1990.0,Ocean
12159,1990.0,Ocean
12160,1990.0,Ocean
12161,1990.0,Ocean
12162,1990.0,Ocean
12163,1990.0,Ocean
12164,1990.0,Ocean
12165,1990.0,Ocean
12166,1990.0,Ocean
12167,1990.0,Ocean
12168,1990.0,Ocean
12169,1990.0,Ocean
12170,1990.0,Ocean
12171,1990.0,Ocean
12172,1990.0,Ocean
12173,1990.0,Ocean
12174,1990.0,Ocean
12175,1990.0,Ocean
12176,1990.0,Ocean
12177,1990.0,Ocean
12178,1990.0,Ocean
12179,1990.0,Ocean
12180,1990.0,Ocean
12181,1990.0,Ocean
12182,1990.0,Ocean
12183,1990.0,Ocean
12184,1990.0,Ocean
12185,1990.0,Ocean
12186,1990.0,Ocean
12187,1990.0,Ocean
12188,1990.0,Ocean
12189,1990.0,Ocean
12190,1990.0,Ocean
12191,1990.0,Ocean
12192,1990.0,Ocean
12193,1990.0,Ocean
12194,1990.0,Ocean
12195,1990.0,Ocean
12196,1990.0,Ocean
12197,1990.0,Ocean
12198,1990.0,Ocean
12199,1990.0,Ocean
12200,1990.0,Ocean
12201,1990.0,Ocean
12202,1990.0,Ocean
12203,1990.0,Ocean
12204,1990.0,Ocean
12205,1990.0,Ocean
12206,1990.0,Ocean
12207,1991.0,Ocean
12208,1991.0,Ocean
12209,1991.0,Ocean
12210,1991.0,Ocean
12211,1991.0,Ocean
12212,1991.0,Ocean
12213,1991.0,Ocean
12214,1991.0,Ocean
12215,1991.0,Ocean
12216,1991.0,Ocean
12217,1991.0,Ocean
12218,1991.0,Ocean
12219,1991.0,Ocean
12220,1991.0,Ocean
12221,1991.0,Ocean
12222,1990.0,Ocean
12223,1990.0,Ocean
12224,1990.0,Ocean
12225,1990.0,Ocean
12226,1990.0,Ocean
12227,1990.0,Ocean
12228,1990.0,Ocean
12229,1990.0,Ocean
12230,1990.0,Ocean
12231,1990.0,Ocean
12232,1990.0,Ocean
12233,1990.0,Ocean
12234,1991.0,Ocean
12235,1991.0,Ocean
12236,1991.0,Ocean
12237,1990.0,Ocean
12238,1991.0,Ocean
12239,1991.0,Ocean
12240,1991.0,Ocean
12241,1991.0,Ocean
12242,1991.0,Ocean
12243,1991.0,Ocean
12244,1990.0,Ocean
12245,1990.0,Ocean
12246,1990.0,Ocean
12247,1990.0,Ocean
12248,1990.0,Ocean
12249,1990.0,Ocean
12250,1990.0,Ocean
12251,1990.0,Ocean
12252,1990.0,Ocean
12253,1990.0,Ocean
12254,1990.0,Ocean
12255,1990.0,Ocean
12256,1990.0,Ocean
12257,1990.0,Ocean
12258,1990.0,Ocean
12259,1990.0,Ocean
12260,1990.0,Ocean
12261,1990.0,Ocean
12262,1990.0,Ocean
12263,1990.0,Ocean
12264,1990.0,Ocean
12265,1990.0,Ocean
12266,1990.0,Ocean
12267,1990.0,Ocean
12268,1990.0,Ocean
12269,1990.0,Ocean
12270,1990.0,Ocean
12271,1990.0,Ocean
12272,1990.0,Ocean
12273,1990.0,Ocean
12274,1990.0,Ocean
12275,1990.0,Ocean
12276,1990.0,Ocean
12277,1990.0,Ocean
12278,1990.0,Ocean
12279,1990.0,Ocean
12280,1990.0,Ocean
12281,1990.0,Ocean
12282,1990.0,Ocean
12283,1990.0,Ocean
12284,1990.0,Ocean
12285,1990.0,Ocean
12286,1990.0,Ocean
12287,1990.0,Ocean
12288,1990.0,Ocean
12289,1990.0,Ocean
12290,1990.0,Ocean
12291,1990.0,Ocean
12292,1990.0,Ocean
12293,1990.0,Ocean
12294,1990.0,Ocean
12295,1990.0,Ocean
12296,1990.0,Ocean
12297,1990.0,Ocean
12298,1990.0,Ocean
12299,1990.0,Ocean
12300,1990.0,Ocean
12301,1990.0,Ocean
12302,1990.0,Ocean
12303,1990.0,Ocean
12304,1990.0,Ocean
12305,1990.0,Ocean
12306,1990.0,Ocean
12307,1990.0,Ocean
12308,1990.0,Ocean
12309,1990.0,Ocean
12310,1990.0,Ocean
12311,1990.0,Ocean
12312,1990.0,Ocean
12313,1990.0,Ocean
12314,1990.0,Ocean
12315,1990.0,Ocean
12316,1990.0,Ocean
12317,1990.0,Ocean
12318,1990.0,Ocean
12319,1990.0,Ocean
12320,1990.0,Ocean
12321,1990.0,Ocean
12322,1990.0,Ocean
12323,1990.0,Ocean
12324,1990.0,Ocean
12325,1990.0,Ocean
12326,1990.0,Ocean
12327,1990.0,Ocean
12328,1990.0,Ocean
12329,1990.0,Ocean
12330,1990.0,Ocean
12331,1990.0,Ocean
12332,1990.0,Ocean
12333,1990.0,Ocean
12334,1990.0,Ocean
12335,1990.0,Ocean
12336,1990.0,Ocean
12337,1990.0,Ocean
12338,1990.0,Ocean
12339,1990.0,Ocean
12340,1990.0,Ocean
12341,1990.0,Ocean
12342,1990.0,Ocean
12343,1991.0,Ocean
12344,1990.0,Ocean
12345,1990.0,Ocean
12346,1990.0,Ocean
12347,1990.0,Ocean
12348,1990.0,Ocean
12349,1990.0,Ocean
12350,1990.0,Ocean
12351,1990.0,Ocean
12352,1993.0,Ocean
12353,1993.0,Ocean
12354,1993.0,Ocean
12355,1993.0,Ocean
12356,1993.0,Ocean
12357,1993.0,Ocean
12358,1993.0,Ocean
12359,1993.0,Ocean
12360,1993.0,Ocean
12361,1993.0,Ocean
12362,1993.0,Ocean
12363,1993.0,Ocean
12364,1993.0,Ocean
12365,1993.0,Ocean
12366,1993.0,Ocean
12367,1993.0,Ocean
12368,1993.0,Ocean
12369,1993.0,Ocean
12370,1993.0,Ocean
12371,1993.0,Ocean
12372,1993.0,Ocean
12373,1993.0,Ocean
12374,1993.0,Ocean
12375,1993.0,Ocean
12376,1993.0,Ocean
12377,1993.0,Ocean
12378,1993.0,Ocean
12379,1993.0,Ocean
12380,1993.0,Ocean
12381,1993.0,Ocean
12383,1993.0,Ocean
12384,1993.0,Ocean
12385,1993.0,Ocean
12386,1993.0,Ocean
12387,1993.0,Ocean
12388,1993.0,Ocean
12389,1993.0,Ocean
12390,1993.0,Ocean
12391,1993.0,Ocean
12392,1993.0,Ocean
12393,1993.0,Ocean
12394,1993.0,Ocean
12395,1993.0,Ocean
12396,1993.0,Ocean
12397,1993.0,Ocean
12398,1993.0,Ocean
12399,1993.0,Ocean
12400,1993.0,Ocean
12401,1993.0,Ocean
12402,1995.0,Ocean
12403,1995.0,Ocean
12404,1996.0,Ocean
12405,1996.0,Ocean
12406,1995.0,Ocean
12407,1995.0,Ocean
12408,1995.0,Ocean
12409,1996.0,Ocean
12410,1996.0,Ocean
12411,1995.0,Ocean
12412,1996.0,Ocean
12413,1995.0,Ocean
12414,1995.0,Ocean
12415,1995.0,Ocean
12416,1995.0,Ocean
12417,1995.0,Ocean
12418,1995.0,Ocean
12419,1995.0,Ocean
12420,1995.0,Ocean
12421,1995.0,Ocean
12422,1995.0,Ocean
12423,1995.0,Ocean
12424,1995.0,Ocean
12425,1995.0,Ocean
12426,1995.0,Ocean
12427,1995.0,Ocean
12428,1995.0,Ocean
12429,1995.0,Ocean
12430,1995.0,Ocean
12431,1995.0,Ocean
12432,1995.0,Ocean
12433,1995.0,Ocean
12434,1995.0,Ocean
12435,1995.0,Ocean
12436,1995.0,Ocean
12437,1995.0,Ocean
12438,1995.0,Ocean
12439,1995.0,Ocean
12440,1995.0,Ocean
12441,1995.0,Ocean
12442,1995.0,Ocean
12443,1995.0,Ocean
12444,1995.0,Ocean
12445,1995.0,Ocean
12446,1995.0,Ocean
12447,1995.0,Ocean
12448,1995.0,Ocean
12449,1997.0,Ocean
12450,1997.0,Ocean
12451,1997.0,Ocean
12452,1997.0,Ocean
12453,1997.0,Ocean
12454,1997.0,Ocean
12455,1997.0,Ocean
12456,1997.0,Ocean
12457,1997.0,Ocean
12458,1997.0,Ocean
12459,1997.0,Ocean
12460,1997.0,Ocean
12461,1997.0,Ocean
12462,1997.0,Ocean
12463,1997.0,Ocean
12464,1997.0,Ocean
12465,1997.0,Ocean
12466,1997.0,Ocean
12467,1997.0,Ocean
12468,1997.0,Ocean
12469,1997.0,Ocean
12470,1997.0,Ocean
12471,1997.0,Ocean
12472,1997.0,Ocean
12473,1997.0,Ocean
12474,1997.0,Ocean
12475,1997.0,Ocean
12476,1997.0,Ocean
12477,1997.0,Ocean
12478,1997.0,Ocean
12479,1997.0,Ocean
12480,1997.0,Ocean
12481,1997.0,Ocean
12482,1997.0,Ocean
12483,1997.0,Ocean
12484,1997.0,Ocean
12485,1997.0,Ocean
12486,1997.0,Ocean
12487,1997.0,Ocean
12488,1997.0,Ocean
12489,1997.0,Ocean
12490,1997.0,Ocean
12491,1997.0,Ocean
12492,1997.0,Ocean
12493,1997.0,Ocean
12494,1997.0,Ocean
12495,1997.0,Ocean
12496,1997.0,Ocean
12497,1997.0,Ocean
12498,1997.0,Ocean
12499,1997.0,Ocean
12500,1997.0,Ocean
12501,1997.0,Ocean
12502,1997.0,Ocean
12503,1997.0,Ocean
12504,1997.0,Ocean
12505,1997.0,Ocean
12506,1997.0,Ocean
12507,1997.0,Ocean
12508,1997.0,Ocean
12509,1997.0,Ocean
12510,1999.0,Ocean
12511,1999.0,Ocean
12512,1999.0,Ocean
12513,1999.0,Ocean
12514,1999.0,Ocean
12515,1999.0,Ocean
12516,1999.0,Ocean
12517,1999.0,Ocean
12518,1999.0,Ocean
12519,1999.0,Ocean
12520,1999.0,Ocean
12521,1999.0,Ocean
12522,1999.0,Ocean
12523,1999.0,Ocean
12524,1999.0,Ocean
12525,1999.0,Ocean
12526,1999.0,Ocean
12527,1999.0,Ocean
12528,1999.0,Ocean
12529,1999.0,Ocean
12530,1999.0,Ocean
12531,1999.0,Ocean
12532,1999.0,Ocean
12533,1999.0,Ocean
12534,1999.0,Ocean
12535,1999.0,Ocean
12536,1999.0,Ocean
12537,1999.0,Ocean
12538,1999.0,Ocean
12539,1999.0,Ocean
12540,1999.0,Ocean
12541,1999.0,Ocean
12542,1999.0,Ocean
12543,1999.0,Ocean
12544,1999.0,Ocean
12545,1999.0,Ocean
12546,1999.0,Ocean
12547,1999.0,Ocean
12548,1999.0,Ocean
12550,2000.0,China
12558,2009.0,United States
12560,2002.0,Burkina Faso
12561,1995.0,Argentina
12563,1998.0,Ocean
12564,1998.0,Ocean
12571,2009.0,Egypt
12575,1999.0,Ocean
12576,1999.0,Ocean
12577,1999.0,Ocean
12578,1999.0,Ocean
12579,1999.0,Ocean
12580,1999.0,Ocean
12581,1999.0,Ocean
12582,1999.0,Ocean
12583,1999.0,Ocean
12584,1999.0,Ocean
12585,1999.0,Ocean
12586,1999.0,Ocean
12587,1999.0,Ocean
12588,1999.0,Ocean
12589,1999.0,Ocean
12590,1999.0,Ocean
12591,1999.0,Ocean
12592,1999.0,Ocean
12593,1999.0,Ocean
12594,1999.0,Ocean
12595,1999.0,Ocean
12596,1999.0,Ocean
12597,1999.0,Ocean
12598,1999.0,Ocean
12599,1999.0,Ocean
12600,1999.0,Ocean
12601,1999.0,Ocean
12602,1999.0,Ocean
12603,1999.0,Ocean
12604,1999.0,Ocean
12610,1990.0,Libya
12611,1990.0,Libya
12614,1991.0,Australia
12615,2000.0,United States
12625,1998.0,United Kingdom
12630,1995.0,United States
12631,2000.0,United States
12632,1999.0,United States
12633,1999.0,United States
12636,1999.0,United States
12638,2001.0,Nigeria
12639,2002.0,Algeria
12647,2008.0,United States
12732,1995.0,Ocean
12774,1995.0,Ocean
12775,1995.0,Ocean
12776,1995.0,Ocean
12777,1995.0,Ocean
12778,1995.0,Ocean
12779,1995.0,Ocean
12780,1995.0,Ocean
12781,1995.0,Ocean
12782,1995.0,Ocean
12783,1995.0,Ocean
12784,1995.0,Ocean
12785,1995.0,Ocean
12786,1995.0,Ocean
12787,1995.0,Ocean
12788,1995.0,Ocean
12789,1995.0,Ocean
12790,1995.0,Ocean
12791,1995.0,Ocean
12792,1995.0,Ocean
12793,1995.0,Ocean
12794,1995.0,Ocean
12795,1995.0,Ocean
12796,1995.0,Ocean
12797,1995.0,Ocean
12798,1995.0,Ocean
12799,1995.0,Ocean
12800,1995.0,Ocean
12801,1995.0,Ocean
12802,1995.0,Ocean
12803,1995.0,Ocean
12805,1995.0,Ocean
12806,1995.0,Ocean
12807,1998.0,Ocean
12808,1998.0,Ocean
12809,1998.0,Ocean
12810,1998.0,Ocean
12811,1998.0,Ocean
12812,1998.0,Ocean
12813,1998.0,Ocean
12814,1998.0,Ocean
12815,1998.0,Ocean
12816,1998.0,Ocean
12817,1998.0,Ocean
12818,1998.0,Ocean
12819,1998.0,Ocean
12820,1998.0,Ocean
12821,1998.0,Ocean
12822,1998.0,Ocean
12823,1998.0,Ocean
12824,1998.0,Ocean
12825,1998.0,Ocean
12826,1998.0,Ocean
12827,1998.0,Ocean
12828,1998.0,Ocean
12829,1998.0,Ocean
12830,1998.0,Ocean
12831,1998.0,Ocean
12832,1998.0,Ocean
12833,1998.0,Ocean
12834,1998.0,Ocean
12835,1998.0,Ocean
12836,1998.0,Ocean
12837,1998.0,Ocean
12838,1998.0,Ocean
12839,1998.0,Ocean
12840,1998.0,Ocean
12841,1998.0,Ocean
12842,1998.0,Ocean
12843,1998.0,Ocean
12844,1998.0,Ocean
12845,1998.0,Ocean
12846,1998.0,Ocean
12847,1998.0,Ocean
12848,1998.0,Ocean
12849,1998.0,Ocean
12850,1998.0,Ocean
12851,1998.0,Ocean
12852,1998.0,Ocean
12853,1998.0,Ocean
12854,1998.0,Ocean
12855,1998.0,Ocean
12856,1998.0,Ocean
12857,1998.0,Ocean
12858,1998.0,Ocean
12859,1998.0,Ocean
12860,1998.0,Ocean
12861,1998.0,Ocean
12862,1998.0,Ocean
12863,1998.0,Ocean
12864,1998.0,Ocean
12865,1998.0,Ocean
12866,1998.0,Ocean
12867,1998.0,Ocean
12868,1998.0,Ocean
12869,1998.0,Ocean
12870,1998.0,Ocean
12871,1998.0,Ocean
12872,1998.0,Ocean
12873,1998.0,Ocean
12874,1998.0,Ocean
12875,1998.0,Ocean
12876,1998.0,Ocean
12877,1998.0,Ocean
12878,1998.0,Ocean
12879,1998.0,Ocean
12880,1998.0,Ocean
12881,1998.0,Ocean
12882,1998.0,Ocean
12883,1998.0,Ocean
12884,1998.0,Ocean
12885,1998.0,Ocean
12886,1998.0,Ocean
12887,1998.0,Ocean
12888,1998.0,Ocean
12889,1998.0,Ocean
12890,1998.0,Ocean
12891,1998.0,Ocean
12892,1998.0,Ocean
12893,1998.0,Ocean
12894,1998.0,Ocean
12895,1998.0,Ocean
12896,1998.0,Ocean
12897,1998.0,Ocean
12898,1998.0,Ocean
12899,1998.0,Ocean
12900,1998.0,Ocean
12901,1998.0,Ocean
12902,1998.0,Ocean
12903,1998.0,Ocean
12904,1998.0,Ocean
12905,1998.0,Ocean
12906,1998.0,Ocean
12907,1998.0,Ocean
12908,1998.0,Ocean
12909,1998.0,Ocean
12910,1998.0,Ocean
12911,1998.0,Ocean
12912,1998.0,Ocean
12913,1998.0,Ocean
12914,1998.0,Ocean
12915,1998.0,Ocean
12916,1998.0,Ocean
12917,1998.0,Ocean
12918,1998.0,Ocean
12919,1998.0,Ocean
12920,1998.0,Ocean
12921,1998.0,Ocean
12922,1998.0,Ocean
12923,1998.0,Ocean
12924,1998.0,Ocean
12925,1998.0,Ocean
12926,1998.0,Ocean
12927,1998.0,Ocean
12928,1998.0,Ocean
12929,1998.0,Ocean
12930,1998.0,Ocean
12931,1998.0,Ocean
12932,1998.0,Ocean
12933,1998.0,Ocean
12934,1998.0,Ocean
12935,1998.0,Ocean
12936,1998.0,Ocean
12937,1998.0,Ocean
12938,1998.0,Ocean
12939,1998.0,Ocean
12940,1998.0,Ocean
12941,1998.0,Ocean
12942,1998.0,Ocean
12943,1998.0,Ocean
12944,1998.0,Ocean
12945,1998.0,Ocean
12946,1998.0,Ocean
12947,1998.0,Ocean
12948,1998.0,Ocean
12949,1998.0,Ocean
12950,1998.0,Ocean
12951,1998.0,Ocean
12952,1998.0,Ocean
12953,1998.0,Ocean
12954,1998.0,Ocean
12955,1998.0,Ocean
12956,1998.0,Ocean
12957,1998.0,Ocean
12958,1998.0,Ocean
12959,1998.0,Ocean
12960,1998.0,Ocean
12961,1998.0,Ocean
12962,1998.0,Ocean
12963,1998.0,Ocean
12964,1998.0,Ocean
12965,1998.0,Ocean
12966,1998.0,Ocean
