,year,GeoLocation
16021,1994.0,Libya
16022,1994.0,Libya
16023,1994.0,Libya
16024,1994.0,Libya
16025,1994.0,Libya
16026,1994.0,Libya
16027,1994.0,Libya
16028,1994.0,Libya
16029,1994.0,Libya
16030,1994.0,Libya
16031,1994.0,Libya
16032,1994.0,Libya
16033,1994.0,Libya
16034,1994.0,Libya
16035,1994.0,Libya
16036,1994.0,Libya
16037,1994.0,Libya
16038,1994.0,Libya
16039,1994.0,Libya
16040,1994.0,Libya
16041,1994.0,Libya
16042,1994.0,Libya
16043,1994.0,Libya
16044,1994.0,Libya
16045,1994.0,Libya
16046,1994.0,Libya
16047,1994.0,Libya
16048,1994.0,Libya
16049,1994.0,Libya
16050,1994.0,Libya
16051,1994.0,Libya
16052,1994.0,Libya
16053,1994.0,Libya
16054,1994.0,Libya
16055,1995.0,Libya
16056,1995.0,Libya
16057,1995.0,Libya
16058,1995.0,Libya
16059,1995.0,Libya
16060,1995.0,Libya
16061,1995.0,Libya
16062,1995.0,Libya
16063,1995.0,Libya
16064,1995.0,Libya
16065,1995.0,Libya
16066,1995.0,Libya
16067,1995.0,Libya
16068,1995.0,Libya
16069,1995.0,Libya
16070,1995.0,Libya
16071,1995.0,Libya
16072,1995.0,Libya
16073,1995.0,Libya
16074,1995.0,Libya
16075,1995.0,Libya
16076,1995.0,Libya
16077,1995.0,Libya
16078,1995.0,Libya
16079,1995.0,Libya
16080,1995.0,Libya
16081,1995.0,Libya
16082,1995.0,Libya
16083,1995.0,Libya
16084,1995.0,Libya
16085,1995.0,Libya
16086,1995.0,Libya
16087,1995.0,Libya
16088,1995.0,Libya
16089,1995.0,Libya
16090,1995.0,Libya
16091,1995.0,Libya
16092,1995.0,Libya
16093,1995.0,Libya
16094,1995.0,Libya
16095,1995.0,Libya
16096,1995.0,Libya
16097,1995.0,Libya
16098,1995.0,Libya
16099,1995.0,Libya
16100,1995.0,Libya
16101,1995.0,Libya
16102,1995.0,Libya
16103,1995.0,Libya
16104,1995.0,Libya
16105,1995.0,Libya
16106,1995.0,Libya
16107,1995.0,Libya
16108,1995.0,Libya
16109,1995.0,Libya
16110,1995.0,Libya
16111,1995.0,Libya
16112,1995.0,Libya
16113,1995.0,Libya
16114,1995.0,Libya
16115,1995.0,Libya
16116,1995.0,Libya
16117,1995.0,Libya
16118,1995.0,Libya
16119,1995.0,Libya
16120,1995.0,Libya
16121,1995.0,Libya
16122,1995.0,Libya
16123,1995.0,Libya
16124,1995.0,Libya
16125,1995.0,Libya
16126,1995.0,Libya
16127,1995.0,Libya
16128,1995.0,Libya
16129,1995.0,Libya
16130,1995.0,Libya
16131,1995.0,Libya
16132,1995.0,Libya
16133,1995.0,Libya
16134,1995.0,Libya
16135,1995.0,Libya
16136,1995.0,Libya
16137,1995.0,Libya
16138,1995.0,Libya
16139,1995.0,Libya
16140,1995.0,Libya
16141,1995.0,Libya
16142,1996.0,Libya
16143,1996.0,Libya
16144,1996.0,Libya
16145,1996.0,Libya
16147,1996.0,Libya
16148,1996.0,Libya
16149,1996.0,Libya
16150,1996.0,Libya
16151,1996.0,Libya
16152,1996.0,Libya
16153,1996.0,Libya
16154,1996.0,Libya
16155,1996.0,Libya
16156,1996.0,Libya
16157,1996.0,Libya
16158,1996.0,Libya
16159,1996.0,Libya
16160,1996.0,Libya
16161,1996.0,Libya
16162,1996.0,Libya
16163,1996.0,Libya
16164,1996.0,Libya
16165,1996.0,Libya
16166,1996.0,Libya
16167,1996.0,Libya
16168,1996.0,Libya
16169,1996.0,Libya
16170,1996.0,Libya
16171,1996.0,Libya
16172,1996.0,Libya
16173,1996.0,Libya
16174,1997.0,Libya
16175,1997.0,Libya
16176,1997.0,Libya
16177,1997.0,Libya
16178,1997.0,Libya
16179,1997.0,Libya
16180,1997.0,Libya
16181,1997.0,Libya
16182,1997.0,Libya
16183,1997.0,Libya
16184,1997.0,Libya
16185,1997.0,Libya
16186,1997.0,Libya
16187,1997.0,Libya
16188,1997.0,Libya
16189,1997.0,Libya
16190,1997.0,Libya
16192,1997.0,Libya
16193,1997.0,Libya
16194,1997.0,Libya
16195,1997.0,Libya
16196,1997.0,Libya
16197,1997.0,Libya
16198,1997.0,Libya
16199,1997.0,Libya
16200,1997.0,Libya
16201,1997.0,Libya
16202,1997.0,Libya
16203,1997.0,Libya
16204,1997.0,Libya
16205,1997.0,Libya
16206,1997.0,Libya
16207,1997.0,Libya
16208,1997.0,Libya
16209,1997.0,Libya
16210,1997.0,Libya
16211,1997.0,Libya
16212,1997.0,Libya
16213,1997.0,Libya
16214,1997.0,Libya
16215,1997.0,Libya
16216,1997.0,Libya
16217,1997.0,Libya
16218,1997.0,Libya
16219,1997.0,Libya
16220,1997.0,Libya
16221,1997.0,Libya
16222,1997.0,Libya
16223,1997.0,Libya
16224,1997.0,Libya
16225,1997.0,Libya
16226,1997.0,Libya
16227,1997.0,Libya
16228,1997.0,Libya
16229,1997.0,Libya
16230,1997.0,Libya
16231,1997.0,Libya
16232,1998.0,Libya
16233,1998.0,Libya
16234,1998.0,Libya
16235,1998.0,Libya
16236,1998.0,Libya
16238,2000.0,Libya
16239,2000.0,Libya
16240,2000.0,Libya
16241,2000.0,Libya
16242,2000.0,Libya
16243,2000.0,Libya
16244,2000.0,Libya
16245,2000.0,Libya
16246,2000.0,Libya
16247,2000.0,Libya
16248,2000.0,Libya
16249,2000.0,Libya
16250,2000.0,Libya
16251,2000.0,Libya
16252,2000.0,Libya
16253,2000.0,Libya
16254,2000.0,Libya
16255,2000.0,Libya
16256,2000.0,Libya
16257,2000.0,Libya
16258,2000.0,Libya
16259,2000.0,Libya
16260,2000.0,Libya
16261,2000.0,Libya
16262,2000.0,Libya
16263,2000.0,Libya
16264,2000.0,Libya
16265,1999.0,Libya
16266,1999.0,Libya
16267,1999.0,Libya
16268,2000.0,Libya
16269,2000.0,Libya
16270,2000.0,Libya
16271,2000.0,Libya
16272,2000.0,Libya
16273,2000.0,Libya
16274,2000.0,Libya
16275,2000.0,Libya
16276,2000.0,Libya
16277,2000.0,Libya
16278,2000.0,Libya
16279,2000.0,Libya
16280,2000.0,Libya
16281,2000.0,Libya
16282,2000.0,Libya
16283,2000.0,Libya
16284,2000.0,Libya
16285,2000.0,Libya
16286,2000.0,Libya
16287,2000.0,Libya
16288,2000.0,Libya
16289,2000.0,Libya
16290,2000.0,Libya
16291,2001.0,Libya
16292,2001.0,Libya
16293,2001.0,Libya
16294,2001.0,Libya
16295,2001.0,Libya
16296,2001.0,Libya
16297,2001.0,Libya
16298,2001.0,Libya
16299,2001.0,Libya
16300,2001.0,Libya
16301,1999.0,Libya
16302,1999.0,Libya
16303,1999.0,Libya
16305,1999.0,Libya
16306,1999.0,Libya
16307,2003.0,Libya
16308,2003.0,Libya
16309,2003.0,Libya
16310,2003.0,Libya
16311,2003.0,Libya
16312,2004.0,Libya
16313,2004.0,Libya
16314,2001.0,Libya
16315,2003.0,Libya
16316,2003.0,Libya
16317,2001.0,Libya
16318,2001.0,Libya
16319,2001.0,Libya
16320,2000.0,Libya
16337,1999.0,United States
16338,1999.0,United States
16339,1999.0,United States
16340,1999.0,United States
16341,1999.0,United States
16342,1999.0,United States
16343,2000.0,United States
16344,2000.0,United States
16345,2007.0,United States
16346,2007.0,United States
16347,2007.0,United States
16348,2008.0,United States
16349,2010.0,United States
16354,2010.0,United States
16357,2000.0,United States
16373,2010.0,Oman
16380,1991.0,France
16385,2002.0,Tunisia
16387,1991.0,Australia
16402,1998.0,United States
16405,2001.0,Mongolia
16407,1995.0,United States
16409,2000.0,United States
16410,2003.0,United States
16411,1997.0,United States
16413,1991.0,United States
16418,1990.0,Australia
16421,1991.0,Australia
16422,1991.0,Australia
16423,1991.0,Australia
16424,1991.0,Australia
16426,1991.0,Australia
16427,1991.0,Australia
16428,1991.0,Australia
16429,1991.0,Australia
16430,1991.0,Australia
16431,1991.0,Australia
16432,1991.0,Australia
16433,1991.0,Australia
16434,1991.0,Australia
16435,1991.0,Australia
16436,1991.0,Australia
16437,1991.0,Australia
16438,1991.0,Australia
16439,1991.0,Australia
16440,1991.0,Australia
16441,1991.0,Australia
16442,1991.0,Australia
16443,1995.0,Australia
16444,1993.0,Australia
16445,1993.0,Australia
16446,1993.0,Australia
16447,1991.0,Australia
16448,1991.0,Australia
16449,1991.0,Australia
16450,1991.0,Australia
16451,1993.0,Australia
16452,1993.0,Australia
16453,1993.0,Australia
16454,1994.0,Australia
16455,1993.0,Australia
16456,1993.0,Australia
16457,1993.0,Australia
16458,1993.0,Australia
16459,1993.0,Australia
16460,1993.0,Australia
16461,1993.0,Australia
16462,1993.0,Australia
16463,1993.0,Australia
16464,1993.0,Australia
16465,1993.0,Australia
16466,1993.0,Australia
16467,1993.0,Australia
16468,1993.0,Australia
16469,1993.0,Australia
16470,1993.0,Australia
16471,1993.0,Australia
16472,1993.0,Australia
16473,1993.0,Australia
16474,1993.0,Australia
16475,1993.0,Australia
16481,2008.0,United States
16485,2008.0,Australia
16486,2000.0,Morocco
16504,2004.0,Algeria
16507,1991.0,Algeria
16511,2009.0,United States
16528,2003.0,Russia
16529,1999.0,Mexico
16532,2002.0,Russia
16533,2005.0,Morocco
16534,2005.0,Morocco
16535,2005.0,Morocco
16536,2006.0,Morocco
16542,1997.0,Libya
16544,2000.0,Libya
16547,2000.0,China
16548,2009.0,Slovenia
16549,2003.0,United States
16550,1999.0,Morocco
16554,2008.0,Indonesia
16560,1999.0,Oman
16561,1999.0,Oman
16562,1999.0,Oman
16563,1999.0,Oman
16564,1999.0,Oman
16565,1999.0,Oman
16566,1999.0,Oman
16567,1999.0,Oman
16568,1999.0,Oman
16569,1999.0,Oman
16570,1999.0,Oman
16571,1999.0,Oman
16572,1999.0,Oman
16573,1999.0,Oman
16574,1999.0,Oman
16575,1999.0,Oman
16576,2000.0,Oman
16577,2000.0,Oman
16578,2000.0,Oman
16579,2000.0,Oman
16580,2000.0,Oman
16581,2000.0,Oman
16582,2000.0,Oman
16583,2000.0,Oman
16584,2000.0,Oman
16585,2000.0,Oman
16586,2000.0,Oman
16587,2000.0,Oman
16588,2002.0,Oman
16589,2004.0,Oman
16590,2004.0,Oman
16591,2002.0,Oman
16592,2001.0,Oman
16593,2000.0,Oman
16594,2000.0,Oman
16595,2000.0,Oman
16596,2000.0,Oman
16597,2000.0,Oman
16598,2000.0,Oman
16599,2000.0,Oman
16600,2000.0,Oman
16601,2000.0,Oman
16602,2000.0,Oman
16603,2000.0,Oman
16604,2001.0,Oman
16605,2001.0,Oman
16606,2001.0,Oman
16607,2001.0,Oman
16608,2002.0,Oman
16609,2004.0,Oman
16610,2004.0,Oman
16611,2002.0,Oman
16612,2002.0,Oman
16613,2003.0,Oman
16614,2003.0,Oman
16615,2003.0,Oman
16616,2003.0,Oman
16617,2003.0,Oman
16618,2002.0,Oman
16619,2002.0,Oman
16620,2002.0,Oman
16621,2002.0,Oman
16622,2002.0,Oman
16623,2002.0,Oman
16624,2002.0,Oman
16625,2002.0,Oman
16626,1998.0,Oman
16627,2002.0,Oman
16628,2002.0,Oman
16629,2002.0,Oman
16630,2002.0,Oman
16631,2002.0,Oman
16632,2002.0,Oman
16633,2002.0,Oman
16634,2002.0,Oman
16635,2003.0,Oman
16636,1998.0,Oman
16637,2003.0,Oman
16638,2003.0,Oman
16639,2002.0,Oman
16640,2002.0,Oman
16641,2002.0,Oman
16642,2002.0,Oman
16643,2002.0,Oman
16645,2004.0,Oman
16646,2004.0,Oman
16647,2004.0,Oman
16648,2004.0,Oman
16649,2004.0,Oman
16650,2004.0,Oman
16651,2004.0,Oman
16652,2004.0,Oman
16653,2005.0,Oman
16654,2004.0,Oman
16655,2002.0,Oman
16656,2002.0,Oman
16657,2002.0,Oman
16658,2004.0,Oman
16659,2001.0,Oman
16660,2004.0,Oman
16661,2005.0,Oman
16662,2002.0,Oman
16663,2002.0,Oman
16664,2002.0,Oman
16665,2002.0,Oman
16666,2002.0,Oman
16667,2002.0,Oman
16668,2002.0,Oman
16669,2002.0,Oman
16670,2002.0,Oman
16671,2002.0,Oman
16672,2002.0,Oman
16673,2002.0,Oman
16674,2003.0,Oman
16675,2003.0,Oman
16676,2005.0,Oman
16677,2005.0,Oman
16678,2005.0,Oman
16679,2005.0,Oman
16680,2005.0,Oman
16681,2005.0,Oman
16682,2005.0,Oman
16683,2005.0,Oman
16684,2005.0,Oman
16685,2005.0,Oman
16686,2005.0,Oman
16687,2005.0,Oman
16688,2005.0,Oman
16689,2005.0,Oman
16690,2005.0,Oman
16691,2005.0,Oman
16692,2005.0,Oman
16693,2005.0,Oman
16694,2005.0,Oman
16695,2005.0,Oman
16696,2005.0,Oman
16697,2005.0,Oman
16698,2005.0,Oman
16699,2005.0,Oman
16700,2005.0,Oman
16701,2005.0,Oman
16702,2005.0,Oman
16703,2005.0,Oman
16704,2005.0,Oman
16705,2005.0,Oman
16706,2005.0,Oman
16707,2005.0,Oman
16708,2005.0,Oman
16709,2005.0,Oman
16710,2005.0,Oman
16711,2005.0,Oman
16712,2005.0,Oman
16713,2005.0,Oman
16714,2005.0,Oman
16715,2005.0,Oman
16716,2005.0,Oman
16717,2005.0,Oman
16718,2005.0,Oman
16719,2005.0,Oman
16720,2005.0,Oman
16721,2005.0,Oman
16722,2005.0,Oman
16723,2005.0,Oman
16724,2005.0,Oman
16725,2005.0,Oman
16726,2005.0,Oman
16727,2005.0,Oman
16728,2005.0,Oman
16729,2005.0,Oman
16731,2005.0,Oman
16732,2005.0,Oman
16733,2005.0,Oman
16734,2005.0,Oman
16735,2005.0,Oman
16736,2005.0,Oman
16737,2005.0,Oman
16738,2005.0,Oman
16739,2005.0,Oman
16740,2005.0,Oman
16741,2005.0,Oman
16742,2005.0,Oman
16743,2005.0,Oman
16744,2005.0,Oman
16745,2005.0,Oman
16746,2005.0,Oman
16747,2005.0,Oman
16748,2005.0,Oman
16749,2005.0,Oman
16750,2005.0,Oman
16751,2005.0,Oman
16752,2005.0,Oman
16753,2005.0,Oman
16754,2005.0,Oman
16755,2005.0,Oman
16756,2005.0,Oman
16757,2005.0,Oman
16758,2005.0,Oman
16759,2005.0,Oman
16760,2005.0,Oman
16761,2005.0,Oman
16762,2005.0,Oman
16763,2005.0,Oman
16764,2005.0,Oman
16765,2005.0,Oman
16766,2005.0,Oman
16767,2005.0,Oman
16768,2005.0,Oman
16769,2005.0,Oman
16770,2005.0,Oman
16771,2005.0,Oman
16772,2005.0,Oman
16773,2005.0,Oman
16774,2005.0,Oman
16775,2005.0,Oman
16776,2005.0,Oman
16777,2005.0,Oman
16778,2005.0,Oman
16779,2001.0,Oman
16780,2001.0,Oman
16781,2001.0,Oman
16782,2007.0,Oman
16783,2007.0,Oman
16784,2002.0,Oman
16785,2002.0,Oman
16786,2005.0,Oman
16787,2006.0,Oman
16788,2006.0,Oman
16789,2006.0,Oman
16790,2006.0,Oman
16791,2006.0,Oman
16792,2006.0,Oman
16793,2006.0,Oman
16794,2006.0,Oman
16795,2006.0,Oman
16796,2006.0,Oman
16797,2006.0,Oman
16798,2006.0,Oman
16799,2006.0,Oman
16800,2006.0,Oman
16801,2006.0,Oman
16802,2006.0,Oman
16803,2006.0,Oman
16804,2006.0,Oman
16805,2006.0,Oman
16806,2006.0,Oman
16807,2006.0,Oman
16808,2006.0,Oman
16809,2006.0,Oman
16810,2006.0,Oman
16811,2006.0,Oman
16812,2003.0,Oman
16813,2003.0,Oman
16814,2003.0,Oman
16815,2003.0,Oman
16816,2003.0,Oman
16817,2003.0,Oman
16818,2003.0,Oman
16819,2003.0,Oman
16820,2003.0,Oman
16821,2003.0,Oman
16822,2003.0,Oman
16823,2003.0,Oman
16824,2003.0,Oman
16825,2003.0,Oman
16826,2003.0,Oman
16827,2003.0,Oman
16828,2003.0,Oman
16829,2003.0,Oman
16830,2003.0,Oman
16831,2003.0,Oman
16832,2003.0,Oman
16833,2003.0,Oman
16834,2003.0,Oman
16835,2003.0,Oman
16836,2003.0,Oman
16837,2003.0,Oman
16838,2003.0,Oman
16839,2003.0,Oman
16840,2003.0,Oman
16841,2003.0,Oman
16842,2003.0,Oman
16843,2003.0,Oman
16844,2003.0,Oman
16845,2003.0,Oman
16846,2003.0,Oman
16847,2003.0,Oman
16848,2003.0,Oman
16849,2003.0,Oman
16850,2003.0,Oman
16851,2003.0,Oman
16852,2003.0,Oman
16853,2003.0,Oman
16854,2003.0,Oman
16855,2003.0,Oman
16856,2003.0,Oman
16857,2003.0,Oman
16858,2000.0,Oman
16859,2002.0,Oman
16860,2002.0,Oman
16861,2002.0,Oman
16862,2002.0,Oman
16863,2002.0,Oman
16864,2002.0,Oman
16865,2002.0,Oman
16866,2002.0,Oman
16867,2006.0,Oman
16868,2006.0,Oman
16869,2006.0,Oman
16870,2006.0,Oman
16871,2007.0,Oman
16872,2007.0,Oman
16873,2007.0,Oman
16874,2007.0,Oman
16875,2007.0,Oman
16876,2007.0,Oman
16877,2007.0,Oman
16878,2007.0,Oman
16879,2007.0,Oman
16880,2007.0,Oman
16881,2007.0,Oman
16882,2007.0,Oman
16883,2007.0,Oman
16884,2007.0,Oman
16885,2007.0,Oman
16886,2007.0,Oman
16887,2007.0,Oman
16888,2007.0,Oman
16889,2007.0,Oman
16890,2007.0,Oman
16891,2007.0,Oman
16892,2007.0,Oman
16893,2007.0,Oman
16894,2007.0,Oman
16895,2007.0,Oman
16896,2007.0,Oman
16897,2007.0,Oman
16898,2007.0,Oman
16899,2007.0,Oman
16900,2007.0,Oman
16901,2007.0,Oman
16902,2007.0,Oman
16903,2007.0,Oman
16904,2007.0,Oman
16905,2007.0,Oman
16906,2007.0,Oman
16907,2007.0,Oman
16908,2007.0,Oman
16909,2007.0,Oman
16910,2007.0,Oman
16911,2007.0,Oman
16912,2007.0,Oman
16913,2007.0,Oman
16914,2007.0,Oman
16915,2007.0,Oman
16916,2007.0,Oman
16917,2007.0,Oman
16918,2007.0,Oman
16919,2007.0,Oman
16920,2007.0,Oman
16921,2007.0,Oman
16922,2007.0,Oman
16923,2007.0,Oman
16924,2007.0,Oman
16925,2007.0,Oman
16926,2007.0,Oman
16927,2007.0,Oman
16928,2007.0,Oman
16929,2007.0,Oman
16930,2007.0,Oman
16931,2007.0,Oman
16932,2007.0,Oman
16933,2007.0,Oman
16934,2007.0,Oman
16935,2007.0,Oman
16936,2007.0,Oman
16937,2007.0,Oman
16938,2007.0,Oman
16939,2007.0,Oman
16940,2007.0,Oman
16941,2007.0,Oman
16942,2008.0,Oman
16943,2008.0,Oman
16944,2008.0,Oman
16945,2008.0,Oman
16946,2008.0,Oman
16947,2008.0,Oman
16948,2008.0,Oman
16949,2008.0,Oman
16950,2008.0,Oman
16951,2008.0,Oman
16952,2008.0,Oman
16953,2008.0,Oman
16954,2008.0,Oman
16955,2008.0,Oman
16956,2007.0,Oman
16957,2007.0,Oman
16958,2007.0,Oman
16959,2007.0,Oman
16960,2007.0,Oman
16961,2007.0,Oman
16962,2007.0,Oman
16963,2007.0,Oman
16964,2007.0,Oman
16965,2007.0,Oman
16966,2007.0,Oman
16967,2007.0,Oman
16968,2008.0,Oman
16969,2008.0,Oman
16970,2008.0,Oman
16971,2008.0,Oman
16972,2008.0,Oman
16973,2008.0,Oman
16974,2008.0,Oman
16975,2008.0,Oman
16976,2008.0,Oman
16977,2008.0,Oman
16978,2008.0,Oman
16979,2008.0,Oman
16980,2008.0,Oman
16981,2008.0,Oman
16982,2008.0,Oman
16983,2008.0,Oman
16984,2008.0,Oman
16985,2008.0,Oman
16986,2008.0,Oman
16987,2008.0,Oman
16988,2008.0,Oman
16989,2008.0,Oman
16990,2008.0,Oman
16991,2008.0,Oman
16992,2008.0,Oman
16993,2008.0,Oman
16994,2008.0,Oman
16995,2008.0,Oman
16996,2008.0,Oman
16997,2008.0,Oman
16998,2008.0,Oman
16999,2008.0,Oman
17000,2008.0,Oman
17001,2008.0,Oman
17002,2008.0,Oman
17003,2008.0,Oman
17004,2008.0,Oman
17005,2008.0,Oman
17006,2008.0,Oman
17007,2008.0,Oman
17008,2008.0,Oman
17009,2008.0,Oman
17010,2008.0,Oman
17011,2008.0,Oman
17012,2008.0,Oman
17013,2008.0,Oman
17014,2008.0,Oman
17015,2008.0,Oman
17016,2008.0,Oman
17017,2008.0,Oman
17018,2008.0,Oman
17019,2008.0,Oman
17020,2008.0,Oman
17021,2008.0,Oman
17022,2008.0,Oman
17023,2008.0,Oman
17024,2008.0,Oman
17025,2008.0,Oman
17026,2008.0,Oman
17027,2008.0,Oman
17028,2008.0,Oman
17029,2007.0,Oman
17030,2009.0,Oman
17031,2009.0,Oman
17032,2009.0,Oman
17033,2009.0,Oman
17034,2009.0,Oman
17035,2009.0,Oman
17036,2009.0,Oman
17037,2009.0,Oman
17038,2009.0,Oman
17039,2009.0,Oman
17040,2009.0,Oman
17041,2009.0,Oman
17042,2009.0,Oman
17043,2009.0,Oman
17044,2009.0,Oman
17045,2009.0,Oman
17046,2009.0,Oman
17047,2009.0,Oman
17048,2009.0,Oman
17049,2009.0,Oman
17050,2009.0,Oman
17051,2009.0,Oman
17052,2009.0,Oman
17053,2009.0,Oman
17054,2009.0,Oman
17055,2009.0,Oman
17056,2009.0,Oman
17057,2009.0,Oman
17058,2009.0,Oman
17059,2009.0,Oman
17060,2009.0,Oman
17061,2009.0,Oman
17062,2009.0,Oman
17063,2009.0,Oman
17064,2009.0,Oman
17065,2009.0,Oman
17066,2009.0,Oman
17067,2009.0,Oman
17068,2009.0,Oman
17069,2009.0,Oman
17070,2009.0,Oman
17071,2009.0,Oman
17072,2009.0,Oman
17073,2009.0,Oman
17074,2009.0,Oman
17075,2009.0,Oman
17076,2009.0,Oman
17077,2009.0,Oman
17078,2009.0,Oman
17079,2009.0,Oman
17080,2009.0,Oman
17081,2009.0,Oman
17082,2009.0,Oman
17083,2009.0,Oman
17084,2009.0,Oman
17085,2009.0,Oman
17086,2009.0,Oman
17087,2009.0,Oman
17088,2010.0,Oman
17089,2009.0,Oman
17090,2010.0,Oman
17091,2010.0,Oman
17092,2010.0,Oman
17093,2010.0,Oman
17094,2010.0,Oman
17095,2010.0,Oman
17096,2010.0,Oman
17097,2010.0,Oman
17098,2010.0,Oman
17099,2010.0,Oman
17100,2010.0,Oman
17101,2010.0,Oman
17102,2011.0,Oman
17103,2010.0,Oman
17104,2010.0,Oman
17105,2010.0,Oman
17106,2010.0,Oman
17107,2010.0,Oman
17108,2010.0,Oman
17109,2010.0,Oman
17110,2010.0,Oman
17111,2010.0,Oman
17112,2010.0,Oman
17113,2010.0,Oman
17114,2010.0,Oman
17115,2011.0,Oman
17116,2011.0,Oman
17117,2011.0,Oman
17119,2011.0,Oman
17120,2011.0,Oman
17121,2011.0,Oman
17122,2011.0,Oman
17123,2011.0,Oman
17124,2011.0,Oman
17125,2011.0,Oman
17126,2011.0,Oman
17127,2011.0,Oman
17128,2011.0,Oman
17129,2011.0,Oman
17130,2011.0,Oman
17131,2011.0,Oman
17132,2011.0,Oman
17133,2011.0,Oman
17134,2011.0,Oman
17135,2011.0,Oman
17136,2011.0,Oman
17137,2011.0,Oman
17138,2011.0,Oman
17139,2011.0,Oman
17140,2011.0,Oman
17141,2011.0,Oman
17142,2011.0,Oman
17143,2011.0,Oman
17144,2011.0,Oman
17145,2011.0,Oman
17146,2011.0,Oman
17147,2011.0,Oman
17148,2011.0,Oman
17149,2011.0,Oman
17150,2011.0,Oman
17151,2011.0,Oman
17152,2011.0,Oman
17153,2011.0,Oman
17154,2011.0,Oman
17155,2011.0,Oman
17156,2011.0,Oman
17157,2011.0,Oman
17158,2011.0,Oman
17159,2011.0,Oman
17160,2011.0,Oman
17161,2011.0,Oman
17163,2011.0,Oman
17164,2011.0,Oman
17165,2011.0,Oman
17166,2011.0,Oman
17167,2011.0,Oman
17168,2011.0,Oman
17169,2011.0,Oman
17170,2011.0,Oman
17171,2011.0,Oman
17172,2011.0,Oman
17173,2011.0,Oman
17174,2011.0,Oman
17175,2011.0,Oman
17176,2011.0,Oman
17177,2011.0,Oman
17178,2011.0,Oman
17179,2011.0,Oman
17259,2001.0,Oman
17260,2012.0,Oman
17261,2000.0,Oman
17262,2000.0,Oman
17267,2012.0,United States
17268,2001.0,Ocean
17269,2003.0,Ocean
17270,2003.0,Ocean
17271,2003.0,Ocean
17272,2003.0,Ocean
17273,2003.0,Ocean
17274,2003.0,Ocean
17275,2003.0,Ocean
17276,2003.0,Ocean
17277,2003.0,Ocean
17278,2003.0,Ocean
17279,2003.0,Ocean
17280,2003.0,Ocean
17281,2003.0,Ocean
17282,2003.0,Ocean
17283,2003.0,Ocean
17284,2003.0,Ocean
17285,2003.0,Ocean
17286,2003.0,Ocean
17287,2003.0,Ocean
17292,1992.0,Mexico
17294,1990.0,Australia
17298,2007.0,United States
17299,2007.0,United States
17300,2007.0,United States
17303,2006.0,United States
17316,1999.0,Botswana
17317,1999.0,Botswana
17320,2003.0,Sri Lanka
17325,2004.0,United States
17346,2003.0,United States
17347,2000.0,Egypt
17348,2000.0,Qatar
17349,2011.0,Russia
17352,1997.0,Australia
17357,1997.0,United States
17362,2006.0,Russia
17367,1998.0,Ocean
17373,2004.0,Russia
17374,2004.0,Germany
17377,1996.0,Namibia
17383,2006.0,Russia
17388,1994.0,United States
17391,2010.0,Morocco
17392,2008.0,Tunisia
17393,2010.0,Tunisia
17394,2010.0,Tunisia
17395,2010.0,Tunisia
17396,2010.0,Tunisia
17397,2011.0,Tunisia
17398,2011.0,Tunisia
17399,2011.0,Tunisia
17400,2011.0,Tunisia
17401,2012.0,Tunisia
17402,2012.0,Tunisia
17403,1999.0,Libya
17408,2001.0,United States
17409,2008.0,China
17410,2011.0,China
17411,2011.0,China
17418,2007.0,Mexico
17420,1999.0,Mexico
17423,2005.0,United States
17428,2003.0,Chile
17429,2003.0,Chile
17430,2003.0,Chile
17431,2003.0,Chile
17432,1993.0,Canada
17435,1995.0,Italy
17437,1998.0,Morocco
17438,1999.0,Morocco
17439,1999.0,Morocco
17440,1999.0,Morocco
17441,1999.0,Morocco
17442,1999.0,Morocco
17443,1999.0,Morocco
17444,1999.0,Morocco
17445,1999.0,Morocco
17446,1999.0,Morocco
17447,1998.0,Morocco
17448,1998.0,Morocco
17449,1998.0,Morocco
17450,1998.0,Morocco
17451,1998.0,Morocco
17452,1998.0,Morocco
17453,1998.0,Morocco
17454,1998.0,Morocco
17458,1992.0,Australia
17459,1992.0,Australia
17460,1992.0,Australia
17461,1992.0,Australia
17462,1992.0,Australia
17463,1992.0,Australia
17484,2002.0,Ocean
17486,2002.0,Ocean
17487,2002.0,Ocean
17488,2002.0,Ocean
17490,2002.0,Ocean
17491,2002.0,Ocean
17493,2002.0,Ocean
17494,2002.0,Ocean
17495,2002.0,Ocean
17496,2002.0,Ocean
17497,2002.0,Ocean
17498,2002.0,Ocean
17499,2002.0,Ocean
17500,2002.0,Ocean
17501,2002.0,Ocean
17502,2002.0,Ocean
17503,2002.0,Ocean
17504,2002.0,Ocean
17505,2002.0,Ocean
17506,2002.0,Ocean
17507,2002.0,Ocean
17508,2002.0,Ocean
17509,2002.0,Ocean
17510,2002.0,Ocean
17511,2002.0,Ocean
17512,2002.0,Ocean
17513,2002.0,Ocean
17514,2002.0,Ocean
17515,2002.0,Ocean
17516,2002.0,Ocean
17517,2002.0,Ocean
17518,2002.0,Ocean
17519,2002.0,Ocean
17520,2002.0,Ocean
17521,2002.0,Ocean
17522,2002.0,Ocean
17523,2002.0,Ocean
17524,2002.0,Ocean
17525,2002.0,Ocean
17526,2002.0,Ocean
17527,2002.0,Ocean
17528,2002.0,Ocean
17530,2002.0,Ocean
17531,2002.0,Ocean
17532,2002.0,Ocean
17533,2002.0,Ocean
17534,2002.0,Ocean
